 (),# SMs (SM),# TPCs (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Average DRAM Active Cycles (cycle),Average L1 Active Cycles (cycle),Average L2 Active Cycles (cycle),Average SM Active Cycles (cycle),Average SMSP Active Cycles (cycle),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (ns),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (hz),DRAM Throughput (%),Elapsed Cycles (cycle),Enabled TPC IDs (),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Stack Size (),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (hz),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Total DRAM Elapsed Cycles (cycle),Total L1 Elapsed Cycles (cycle),Total L2 Elapsed Cycles (cycle),Total SM Elapsed Cycles (cycle),Total SMSP Elapsed Cycles (cycle),Uses Green Context (),Waves Per SM ()
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,60.87,95.11,22366.25,600202.68,488825.22,600202.68,600133.88,32,32,32,32,"(64, 1, 1)",64,79.79,0,460992,0,875893724.84,5.54,604498,all,CachePreferNone,"(51200, 1, 1)",51200,0,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",30.61,2.88,30.46,32,0,1024,0,600202.68,1310308711.07,64,100,3276800,12920960,48256482,36827520,48256482,193025928,0,20
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,60.86,95.10,22364.44,600635.68,488434.39,600635.68,600014.26,32,32,32,32,"(64, 1, 1)",64,79.70,0,460384,0,879926322.37,5.52,603621,all,CachePreferNone,"(51200, 1, 1)",51200,1,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",30.59,2.90,30.43,32,0,1024,0,600635.68,1310263823.24,64,100,3276800,12963328,48310310,36789696,48310310,193241240,0,20
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,60.82,95.03,24800.81,600079.78,488288.61,600079.78,599966.47,32,32,32,32,"(64, 1, 1)",64,79.68,0,462752,0,872795795.59,6.14,606872,all,CachePreferNone,"(51200, 1, 1)",51200,2,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",30.62,2.88,30.42,32,0,1024,0,600079.78,1310451026.32,64,100,3276800,12924416,48323324,36986752,48323324,193293296,0,20
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,60.62,94.72,24824,600332.74,487998.31,600332.74,600022.70,32,32,32,32,"(64, 1, 1)",64,79.66,0,461792,0,875242533.43,6.14,605555,all,CachePreferNone,"(51200, 1, 1)",51200,3,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",30.60,2.89,30.41,32,0,1024,0,600332.74,1310354734.02,64,100,3276800,12933760,48334048,36914368,48334048,193336192,0,20
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,60.75,94.92,24807.88,600398.41,487799.33,600398.41,599957.72,32,32,32,32,"(64, 1, 1)",64,79.74,0,462464,0,874065873.24,6.14,606442,all,CachePreferNone,"(51200, 1, 1)",51200,4,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",30.60,2.87,30.44,32,0,1024,0,600398.41,1310419838.08,64,100,3276800,12935168,48287528,36971712,48287528,193150112,0,20
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,38.21,59.70,45811,1144624.85,956380.16,1144624.85,1144012.41,20,32,32,32,"(64, 1, 1)",64,79.99,0,878080,0,876020408.16,5.96,1151843,all,CachePreferNone,"(51200, 1, 1)",51200,5,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",31.82,4.19,31.68,48,0,1024,0,1144624.85,1311314648.63,40,62.50,3276800,24614912,91978988,70269632,91978988,367915952,0,32
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,38.26,59.78,45797.84,1144856.48,955900.05,1144856.48,1143880.25,20,32,32,32,"(64, 1, 1)",64,80.01,0,875584,0,879093268.04,5.95,1148606,all,CachePreferNone,"(51200, 1, 1)",51200,6,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",31.81,4.20,31.69,48,0,1024,0,1144856.48,1311300038.98,40,62.50,3276800,24631040,91950974,70079296,91950974,367803896,0,32
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,38.29,59.84,45570.03,1144757.10,955842.44,1144757.10,1143710.44,20,32,32,32,"(64, 1, 1)",64,79.99,0,876192,0,878218472.66,5.92,1149418,all,CachePreferNone,"(51200, 1, 1)",51200,7,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",31.82,4.21,31.68,48,0,1024,0,1144757.10,1311277665.17,40,62.50,3276800,24623616,91978894,70132864,91978894,367915576,0,32
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,38.21,59.70,45542.97,1145016.29,956488.59,1145016.29,1143819.71,20,32,32,32,"(64, 1, 1)",64,80.02,0,876160,0,878140978.82,5.92,1149460,all,CachePreferNone,"(51200, 1, 1)",51200,8,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",31.81,4.19,31.69,48,0,1024,0,1145016.29,1311349144.75,40,62.50,3276800,24620544,91943330,70126336,91943330,367773320,0,32
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,38.32,59.87,45798.94,1144288.50,955164.67,1144288.50,1143831.03,20,32,32,32,"(64, 1, 1)",64,80.01,0,878560,0,873629575.67,5.97,1152571,all,CachePreferNone,"(51200, 1, 1)",51200,9,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",31.83,4.17,31.69,48,0,1024,0,1144288.50,1311343562.19,40,62.50,3276800,24561152,91960030,70321344,91960030,367840120,0,32
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,30.48,47.63,66601.38,1742504.65,1451557.06,1742504.65,1741431.12,16,32,32,32,"(64, 1, 1)",64,81.89,0,1331712,0,878376105.34,5.69,1747359,all,CachePreferNone,"(51200, 1, 1)",51200,10,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",31.26,5.51,31.13,64,0,1024,0,1742504.65,1311756095.41,32,50,3276800,37431808,139986352,106653184,139986352,559945408,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,30.52,47.69,66597.53,1741975.05,1451838.17,1741975.05,1741478.88,16,32,32,32,"(64, 1, 1)",64,81.89,0,1332064,0,876342277.85,5.71,1747789,all,CachePreferNone,"(51200, 1, 1)",51200,11,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",31.27,5.50,31.13,64,0,1024,0,1741975.05,1311718506.02,32,50,3276800,37355008,139992292,106685440,139992292,559969168,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,30.60,47.81,66584.94,1742694.07,1451044.66,1742694.07,1741437.10,16,32,32,32,"(64, 1, 1)",64,81.91,0,1332416,0,878356309.14,5.69,1748195,all,CachePreferNone,"(51200, 1, 1)",51200,12,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",31.26,5.51,31.14,64,0,1024,0,1742694.07,1311723841.00,32,50,3276800,37450752,139957404,106688576,139957404,559829616,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,30.39,47.48,66612.12,1742625.19,1454017.64,1742625.19,1741856.62,16,32,32,32,"(64, 1, 1)",64,81.92,0,1335040,0,876171500.48,5.69,1751655,all,CachePreferNone,"(51200, 1, 1)",51200,13,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",31.26,5.48,31.14,64,0,1024,0,1742625.19,1311791282.16,32,50,3276800,37431168,139939584,106915648,139939584,559758336,0,40
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,30.39,47.48,66568.19,1742629.93,1453091.55,1742629.93,1741884.09,16,32,32,32,"(64, 1, 1)",64,81.91,0,1331584,0,879073344.23,5.69,1746954,all,CachePreferNone,"(51200, 1, 1)",51200,14,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",31.26,5.52,31.14,64,0,1024,0,1742629.93,1311685431.29,32,50,3276800,37457920,139949216,106635200,139949216,559796864,0,40
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,22.95,35.85,87254,2319243.42,1953144.64,2319243.42,2318349.02,12,32,32,32,"(64, 1, 1)",64,80.66,0,1772832,0,877736863.96,5.61,2326250,all,CachePreferNone,"(51200, 1, 1)",51200,15,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",31.28,6.65,31.17,79,0,1024,0,2319243.42,1311961501.90,24,37.50,3276800,49794560,186180796,142009536,186180796,744723184,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,22.83,35.68,87209.31,2321032.15,1950780.48,2321032.15,2317887.06,12,32,32,32,"(64, 1, 1)",64,80.63,0,1773088,0,878097421.00,5.60,2326588,all,CachePreferNone,"(51200, 1, 1)",51200,16,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",31.26,6.66,31.16,79,0,1024,0,2321032.15,1311965245.57,24,37.50,3276800,49822208,186249468,142033600,186249468,744997872,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,22.88,35.75,87295.75,2320727.40,1947056.03,2320727.40,2318339.60,12,32,32,32,"(64, 1, 1)",64,80.61,0,1776384,0,876306023.92,5.61,2330874,all,CachePreferNone,"(51200, 1, 1)",51200,17,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",31.26,6.66,31.15,79,0,1024,0,2320727.40,1311951507.48,24,37.50,3276800,49812992,186300998,142281024,186300998,745203992,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,22.88,35.75,84602.53,2320006.89,1946251.67,2320006.89,2318519,12,32,32,32,"(64, 1, 1)",64,80.67,0,1774656,0,876050344.40,5.44,2328653,all,CachePreferNone,"(51200, 1, 1)",51200,18,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",31.27,6.65,31.18,79,0,1024,0,2320006.89,1311957359.62,24,37.50,3276800,49750016,186161548,142154880,186161548,744646192,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,22.87,35.73,84607.94,2319698.35,1948532.59,2319698.35,2317928.59,12,32,32,32,"(64, 1, 1)",64,80.62,0,1775328,0,876475783.63,5.44,2329601,all,CachePreferNone,"(51200, 1, 1)",51200,19,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",31.27,6.65,31.16,79,0,1024,0,2319698.35,1311950524.07,24,37.50,3276800,49793024,186258502,142201088,186258502,745034008,0,53.33
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,15.29,23.90,105281.50,2955288.86,2368289.72,2955288.86,2951749.76,8,32,32,32,"(64, 1, 1)",64,78.17,0,2259712,0,877499433.56,5.31,2965199,all,CachePreferNone,"(51200, 1, 1)",51200,20,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",30.64,7.41,30.56,100,0,1024,0,2955288.86,1312019629.05,16,25,3276800,63452672,237098176,181040000,237098176,948392704,0,80
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,15.27,23.86,105280.72,2956198.42,2368567.31,2956198.42,2952135.31,8,32,32,32,"(64, 1, 1)",64,78.17,0,2257504,0,878159241.36,5.31,2962335,all,CachePreferNone,"(51200, 1, 1)",51200,21,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",30.63,7.43,30.55,100,0,1024,0,2956198.42,1311998782.73,16,25,3276800,63438336,237118368,180862016,237118368,948473472,0,80
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,15.24,23.81,105274.44,2957047.25,2371426.64,2957047.25,2955052.36,8,32,32,32,"(64, 1, 1)",64,78.12,0,2258784,0,878405372.09,5.31,2964058,all,CachePreferNone,"(51200, 1, 1)",51200,22,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",30.63,7.43,30.54,100,0,1024,0,2957047.25,1312004231.78,16,25,3276800,63492096,237260362,180964224,237260362,949041448,0,80
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,15.27,23.87,105281.09,2955557.33,2367348.59,2955557.33,2952420.06,8,32,32,32,"(64, 1, 1)",64,78.18,0,2260992,0,876514379.53,5.31,2966857,all,CachePreferNone,"(51200, 1, 1)",51200,23,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",30.64,7.42,30.56,100,0,1024,0,2955557.33,1311990489.13,16,25,3276800,63417344,237071374,181128320,237071374,948285496,0,80
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,15.19,23.73,105280.62,2959733.69,2371209.09,2959733.69,2956597.10,8,32,32,32,"(64, 1, 1)",64,78.06,0,2260576,0,878246960.07,5.30,2966489,all,CachePreferNone,"(51200, 1, 1)",51200,24,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",30.60,7.41,30.51,100,0,1024,0,2959733.69,1312027037.95,16,25,3276800,63531008,237432070,181115136,237432070,949728280,0,80
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,15.13,23.64,126021.28,3519414.50,2895868.69,3519414.50,3515493.62,8,32,32,32,"(64, 1, 1)",64,77.07,0,2688448,0,877431142.43,5.34,3527932,all,CachePreferNone,"(51200, 1, 1)",51200,25,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",30.88,8.27,30.81,124,0,1024,0,3519414.50,1312083898.72,16,25,3276800,75485696,282213978,215403072,282213978,1128855912,0,80
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,15.25,23.83,126027.12,3513877.61,2889787.11,3513877.61,3510813.58,8,32,32,32,"(64, 1, 1)",64,77.17,0,2687872,0,875922662.98,5.35,3527161,all,CachePreferNone,"(51200, 1, 1)",51200,26,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",30.93,8.28,30.85,124,0,1024,0,3513877.61,1312064277.37,16,25,3276800,75339776,281833874,215354368,281833874,1127335496,0,80
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,15.27,23.85,126044.91,3514638.51,2890997.75,3514638.51,3510214.39,8,32,32,32,"(64, 1, 1)",64,77.18,0,2686144,0,877290271.85,5.35,3524900,all,CachePreferNone,"(51200, 1, 1)",51200,27,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",30.93,8.30,30.85,124,0,1024,0,3514638.51,1312057792.38,16,25,3276800,75408896,281819798,215214912,281819798,1127279192,0,80
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,15.27,23.86,126052.50,3512891.27,2891797.56,3512891.27,3509856.78,8,32,32,32,"(64, 1, 1)",64,77.15,0,2684416,0,877539099.75,5.35,3522577,all,CachePreferNone,"(51200, 1, 1)",51200,28,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",30.94,8.30,30.84,124,0,1024,0,3512891.27,1312054341.30,16,25,3276800,75381760,281913364,215069056,281913364,1127653456,0,80
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,5,20,3,stateful_branchless,1,1,15.18,23.71,126028,3516797.83,2890876.44,3516797.83,3513860.46,8,32,32,32,"(64, 1, 1)",64,77.08,0,2686624,0,877383660.68,5.35,3525586,all,CachePreferNone,"(51200, 1, 1)",51200,29,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",30.91,8.28,30.81,124,0,1024,0,3516797.83,1312090316.07,16,25,3276800,75430400,282166990,215250112,282166990,1128667960,0,80
"",80,40,f32,ALP,20,8,query_multi_column,7,102400,prefetch_all_branchless,1,20,3,stateful_branchless,1,1,10.63,16.61,146760.09,4729952.47,3616105.94,4729952.47,4727687.96,6,32,32,32,"(64, 1, 1)",64,68.78,0,3615872,0,876574170.77,4.63,4745324,all,CachePreferNone,"(51200, 1, 1)",51200,30,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.78,7.38,26.71,132,0,1024,0,4729952.47,1312134850.64,12,18.75,3276800,101426560,379413736,289765504,379413736,1517654944,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,7,102400,prefetch_all_branchless,2,20,3,stateful_branchless,1,1,10.83,16.92,146786.06,4698555.70,3603628.62,4698555.70,4695846.21,6,32,32,32,"(64, 1, 1)",64,69.26,0,3591200,0,876368901.76,4.66,4713008,all,CachePreferNone,"(51200, 1, 1)",51200,31,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.96,7.45,26.89,132,0,1024,0,4698555.70,1312135822.75,12,18.75,3276800,100710912,376802874,287769472,376802874,1507211496,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,7,102400,prefetch_all_branchless,3,20,3,stateful_branchless,1,1,10.68,16.69,146764.66,4721370.51,3608818.41,4721370.51,4711033.83,6,32,32,32,"(64, 1, 1)",64,69.00,0,3601248,0,878202223.23,4.64,4726290,all,CachePreferNone,"(51200, 1, 1)",51200,32,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.83,7.42,26.79,132,0,1024,0,4721370.51,1312160395.51,12,18.75,3276800,101203968,378230436,288565888,378230436,1512921744,0,106.67
"",80,40,f32,ALP,20,8,query_multi_column,7,102400,prefetch_all_branchless,4,20,3,stateful_branchless,1,1,10.68,16.68,146787.25,4722670.03,3606400.92,4722670.03,4718987.62,6,32,32,32,"(64, 1, 1)",64,68.91,0,3610112,0,876196638.77,4.64,4737857,all,CachePreferNone,"(51200, 1, 1)",51200,33,"void query_multi_column<float, 1, 1, ALPDecompressor<float, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 1>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",26.82,7.39,26.76,132,0,1024,0,4722670.03,1312140362.03,12,18.75,3276800,101221376,378679356,289269440,378679356,1514717424,0,106.67
