 (),# SMs (SM),# TPCs (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Average DRAM Active Cycles (cycle),Average L1 Active Cycles (cycle),Average L2 Active Cycles (cycle),Average SM Active Cycles (cycle),Average SMSP Active Cycles (cycle),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (ns),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (hz),DRAM Throughput (%),Elapsed Cycles (cycle),Enabled TPC IDs (),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Stack Size (),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (hz),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Total DRAM Elapsed Cycles (cycle),Total L1 Elapsed Cycles (cycle),Total L2 Elapsed Cycles (cycle),Total SM Elapsed Cycles (cycle),Total SMSP Elapsed Cycles (cycle),Uses Green Context (),Waves Per SM ()
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive,1,20,3,stateful_branchless,1,4,7.89,12.33,40542310.97,147166479.26,140825164.92,147166479.26,146894886.16,4,32,32,32,"(64, 1, 1)",64,3.97,0,112965344,0,877668535.23,40.89,148244954,all,CachePreferNone,"(6400, 1, 1)",6400,45,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",13.71,19.82,40.89,255,0,1472,0,147166479.26,1312117438.72,8,12.50,409600,3172676096,11860807802,9041821440,11860807802,47443231208,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive,2,20,3,stateful_branchless,1,4,7.89,12.33,40537365.34,147141938.20,140718977.55,147141938.20,146833198.36,4,32,32,32,"(64, 1, 1)",64,3.97,0,113017312,0,876665974.86,40.91,148315020,all,CachePreferNone,"(6400, 1, 1)",6400,46,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",13.71,19.80,40.91,255,0,1472,0,147141938.20,1312115613.46,8,12.50,409600,3170509824,11863680310,9048786304,11863680310,47454721240,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive,3,20,3,stateful_branchless,1,4,7.90,12.34,40537591.31,147191448,140689917.56,147191448,146769825.35,4,32,32,32,"(64, 1, 1)",64,3.97,0,112984928,0,878192036.37,40.86,148272887,all,CachePreferNone,"(6400, 1, 1)",6400,47,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",13.71,19.81,40.86,255,0,1472,0,147191448,1312114411.70,8,12.50,409600,3175118848,11862221918,9044055296,11862221918,47448887672,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive,4,20,3,stateful_branchless,1,4,7.90,12.34,40544220.50,147137463.03,140710117.53,147137463.03,146869085.42,4,32,32,32,"(64, 1, 1)",64,3.97,0,113045344,0,877409192.54,40.88,148351601,all,CachePreferNone,"(6400, 1, 1)",6400,48,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",13.71,19.81,40.88,255,0,1472,0,147137463.03,1312118467.26,8,12.50,409600,3173984768,11861063046,9048649984,11861063046,47444252184,0,20
"",80,40,f64,ALP,20,8,query_multi_column,10,102400,naive,5,20,3,stateful_branchless,1,4,7.89,12.33,40541456.66,147215901.79,140729366.31,147215901.79,146830070.45,4,32,32,32,"(64, 1, 1)",64,3.97,0,112976832,0,877510461.61,40.89,148260433,all,CachePreferNone,"(6400, 1, 1)",6400,49,"void query_multi_column<double, 4, 1, ALPDecompressor<double, 4, BitUnpackerStatefulBranchless<double, 4, 1, ALPFunctor<double, 4>>, NaiveALPExceptionPatcher<double, 4, 1>, ALPExtendedColumn<double>>, ALPExtendedColumn<double>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",13.71,19.82,40.89,255,0,1472,0,147215901.79,1312118082.46,8,12.50,409600,3172427264,11861438118,9042806528,11861438118,47445752472,0,20
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,1,20,3,old_fls,32,1,33.06,51.66,22273.94,384951.34,279626.17,384951.34,384390.14,18,32,32,32,"(64, 1, 1)",64,64.98,0,298848,0,875629082.34,8.51,390959,all,CachePreferNone,"(51200, 1, 1)",51200,0,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",27.84,4.40,27.56,56,0,1024,0,384951.34,1301842408.18,36,56.25,3276800,8373760,31109436,23592320,31109436,124437744,0,35.56
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,2,20,3,old_fls,32,1,32.95,51.48,22269.31,385747.64,279066.80,385747.64,384569.51,18,32,32,32,"(64, 1, 1)",64,65.07,0,296992,0,877545523.11,8.54,389299,all,CachePreferNone,"(51200, 1, 1)",51200,1,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",27.78,4.37,27.60,56,0,1024,0,385747.64,1309144690.77,36,56.25,3276800,8339968,31067748,23697792,31067748,124270992,0,35.56
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,3,20,3,old_fls,32,1,33.08,51.69,24683.31,385124.88,278904.95,385124.88,384473.92,18,32,32,32,"(64, 1, 1)",64,65.05,0,298496,0,872212692.97,9.48,391318,all,CachePreferNone,"(51200, 1, 1)",51200,2,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",27.83,4.36,27.59,56,0,1024,0,385124.88,1309432398.87,36,56.25,3276800,8331264,31073520,23824576,31073520,124294080,0,35.56
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,4,20,3,old_fls,32,1,33.03,51.62,24613.41,385362.15,279302.92,385362.15,384736.15,18,32,32,32,"(64, 1, 1)",64,65.15,0,298368,0,872962247.96,9.45,391100,all,CachePreferNone,"(51200, 1, 1)",51200,3,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",27.81,4.35,27.63,56,0,1024,0,385362.15,1309419352.39,36,56.25,3276800,8334848,31029924,23802816,31029924,124119696,0,35.56
"",80,40,f32,ALP,20,8,query_multi_column,1,102400,prefetch_all_branchless,5,20,3,old_fls,32,1,33.07,51.68,24649.38,384821.81,279662.92,384821.81,385031.17,18,32,32,32,"(64, 1, 1)",64,65.05,0,297920,0,872811493.02,9.48,390520,all,CachePreferNone,"(51200, 1, 1)",51200,4,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T1, bool *)",27.85,4.36,27.59,56,0,1024,0,384821.81,1309363811.31,36,56.25,3276800,8320896,31073784,23776640,31073784,124295136,0,35.56
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,1,20,3,old_fls,32,1,7.77,12.13,43027.03,1462755.57,612283.58,1462755.57,1448135.54,4,32,32,32,"(64, 1, 1)",64,38.57,0,1125888,0,874342741.02,4.37,1477387,all,CachePreferNone,"(51200, 1, 1)",51200,5,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.55,3.29,14.42,210,0,1024,0,1462755.57,1311836671.74,8,12.50,3276800,31501184,118095674,90108992,118095674,472382696,0,160
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,2,20,3,old_fls,32,1,7.76,12.13,43022.47,1471105.04,616408.09,1471105.04,1452563.40,4,32,32,32,"(64, 1, 1)",64,38.49,0,1128224,0,877783135.26,4.34,1480525,all,CachePreferNone,"(51200, 1, 1)",51200,6,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.47,3.29,14.39,210,0,1024,0,1471105.04,1311877487.69,8,12.50,3276800,31690752,118343644,90328704,118343644,473374576,0,160
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,3,20,3,old_fls,32,1,7.77,12.14,43021.44,1462529.64,608711.95,1462529.64,1450566.58,4,32,32,32,"(64, 1, 1)",64,38.64,0,1123904,0,875946700.07,4.37,1474609,all,CachePreferNone,"(51200, 1, 1)",51200,7,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.56,3.29,14.45,210,0,1024,0,1462529.64,1311805842.25,8,12.50,3276800,31503360,117892978,89992320,117892978,471571912,0,160
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,4,20,3,old_fls,32,1,7.77,12.14,43022.28,1463321.69,613966.98,1463321.69,1450686.01,4,32,32,32,"(64, 1, 1)",64,38.57,0,1126176,0,875021311.06,4.37,1477813,all,CachePreferNone,"(51200, 1, 1)",51200,8,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.55,3.29,14.42,210,0,1024,0,1463321.69,1311845720.98,8,12.50,3276800,31533696,118106834,90110976,118106834,472427336,0,160
"",80,40,f32,ALP,20,8,query_multi_column,2,102400,prefetch_all_branchless,5,20,3,old_fls,32,1,7.77,12.14,43021.62,1465386.73,612882.08,1465386.73,1451722.64,4,32,32,32,"(64, 1, 1)",64,38.49,0,1124928,0,877154804.57,4.36,1476063,all,CachePreferNone,"(51200, 1, 1)",51200,9,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T1, bool *)",14.53,3.29,14.39,210,0,1024,0,1465386.73,1311830179.35,8,12.50,3276800,31575552,118335676,90046784,118335676,473342704,0,160
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,1,20,3,old_fls,32,1,7.85,12.26,63815.22,2213127.06,1017690.33,2213127.06,2190013.14,4,32,32,32,"(64, 1, 1)",64,41.37,0,1700832,0,875740813.91,4.28,2231753,all,CachePreferNone,"(51200, 1, 1)",51200,10,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",14.49,4.25,14.38,250,0,1024,0,2213127.06,1311914796.21,8,12.50,3276800,47663616,178403234,136120064,178403234,713612936,0,160
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,2,20,3,old_fls,32,1,7.84,12.25,63816.53,2205874.45,1013266.88,2205874.45,2200934.34,4,32,32,32,"(64, 1, 1)",64,41.40,0,1694144,0,876695251.41,4.30,2223014,all,CachePreferNone,"(51200, 1, 1)",51200,11,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",14.54,4.25,14.39,250,0,1024,0,2205874.45,1311909633.03,8,12.50,3276800,47527936,178256328,135644288,178256328,713025312,0,160
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,3,20,3,old_fls,32,1,7.85,12.26,63809.75,2205006.31,1013428.48,2205006.31,2190892.87,4,32,32,32,"(64, 1, 1)",64,41.35,0,1701280,0,872359635.10,4.30,2232323,all,CachePreferNone,"(51200, 1, 1)",51200,12,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",14.54,4.24,14.37,250,0,1024,0,2205006.31,1311929057.34,8,12.50,3276800,47492096,178500774,136226816,178500774,714003096,0,160
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,4,20,3,old_fls,32,1,7.84,12.25,63815.09,2208354.40,1011298.27,2208354.40,2190092.64,4,32,32,32,"(64, 1, 1)",64,41.61,0,1697088,0,875740091.26,4.29,2226827,all,CachePreferNone,"(51200, 1, 1)",51200,13,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",14.52,4.25,14.46,250,0,1024,0,2208354.40,1311898872.26,8,12.50,3276800,47558656,177383498,135880384,177383498,709533992,0,160
"",80,40,f32,ALP,20,8,query_multi_column,3,102400,prefetch_all_branchless,5,20,3,old_fls,32,1,7.84,12.25,63826.88,2210751.81,1017046.52,2210751.81,2183971.90,4,32,32,32,"(64, 1, 1)",64,41.33,0,1698144,0,876608815.27,4.29,2228231,all,CachePreferNone,"(51200, 1, 1)",51200,14,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T1, bool *)",14.51,4.24,14.37,250,0,1024,0,2210751.81,1311925058.57,8,12.50,3276800,47635456,178557468,135928256,178557468,714229872,0,160
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,1,20,3,old_fls,32,1,7.84,12.25,1037508.34,3789127.44,3300196.83,3789127.44,3747574.50,4,32,32,32,"(64, 1, 1)",64,32.92,0,2908320,0,874550255.82,40.79,3815861,all,CachePreferNone,"(51200, 1, 1)",51200,15,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",24.91,22.15,40.79,255,0,1024,0,3789127.44,1311895412.70,8,12.50,3276800,81391104,303355386,232814976,303355386,1213421544,0,160
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,2,20,3,old_fls,32,1,7.85,12.26,1037607.09,3799429.98,3318154.66,3799429.98,3764826.86,4,32,32,32,"(64, 1, 1)",64,32.59,0,2914176,0,875384328.19,40.67,3823472,all,CachePreferNone,"(51200, 1, 1)",51200,16,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",24.66,22.12,40.67,255,0,1024,0,3799429.98,1311888849.54,8,12.50,3276800,81632768,306366830,233320448,306366830,1225467320,0,160
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,3,20,3,old_fls,32,1,7.85,12.26,1037994,3795203.26,3324854.27,3795203.26,3743577.61,4,32,32,32,"(64, 1, 1)",64,32.77,0,2902368,0,878113319.88,40.73,3808012,all,CachePreferNone,"(51200, 1, 1)",51200,17,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",24.79,22.22,40.73,255,0,1024,0,3795203.26,1311873672.35,8,12.50,3276800,81555456,304721998,232390400,304721998,1218887992,0,160
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,4,20,3,old_fls,32,1,7.85,12.26,1037762.25,3785001.30,3325830.52,3785001.30,3787386.52,4,32,32,32,"(64, 1, 1)",64,32.79,0,2914656,0,872083703.87,40.83,3824204,all,CachePreferNone,"(51200, 1, 1)",51200,18,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",24.79,22.10,40.83,255,0,1024,0,3785001.30,1311881402.13,8,12.50,3276800,81338368,304539534,233325440,304539534,1218158136,0,160
"",80,40,f32,ALP,20,8,query_multi_column,4,102400,prefetch_all_branchless,5,20,3,old_fls,32,1,7.84,12.25,1037391.62,3803827.69,3318293.77,3803827.69,3754292.83,4,32,32,32,"(64, 1, 1)",64,32.71,0,2919424,0,874945194.67,40.61,3830565,all,CachePreferNone,"(51200, 1, 1)",51200,19,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T1, bool *)",24.74,22.06,40.61,255,0,1024,0,3803827.69,1311886522.82,8,12.50,3276800,81738752,305305112,233761408,305305112,1221220448,0,160
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,1,20,3,old_fls,32,1,7.86,12.28,3449974.31,8937607.38,8431190.02,8937607.38,8889122.78,4,32,32,32,"(64, 1, 1)",64,17.13,0,6840736,0,876920845.94,57.51,8964119,all,CachePreferNone,"(51200, 1, 1)",51200,20,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",24.89,24.66,57.51,255,0,1024,0,8937607.38,1309515428.36,8,12.50,3276800,191961088,716346888,546164480,716346888,2865387552,0,160
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,2,20,3,old_fls,32,1,7.86,12.29,3446462.50,8954591.21,8421140.56,8954591.21,8888214.38,4,32,32,32,"(64, 1, 1)",64,17.13,0,6835456,0,879255458.60,57.34,8957248,all,CachePreferNone,"(51200, 1, 1)",51200,21,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",24.89,24.66,57.34,255,0,1024,0,8954591.21,1309523924.47,8,12.50,3276800,192323584,716364420,545838272,716364420,2865457680,0,160
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,3,20,3,old_fls,32,1,7.86,12.29,3456170.38,8964493.44,8424569.48,8964493.44,8894756.45,4,32,32,32,"(64, 1, 1)",64,17.08,0,6848704,0,878374653.07,57.45,8974410,all,CachePreferNone,"(51200, 1, 1)",51200,22,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",24.83,24.62,57.45,255,0,1024,0,8964493.44,1309450323.25,8,12.50,3276800,192503296,718153826,546910016,718153826,2872615304,0,160
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,4,20,3,old_fls,32,1,7.87,12.29,3455673.53,8948337.03,8444641.44,8948337.03,8899249.07,4,32,32,32,"(64, 1, 1)",64,17.10,0,6841376,0,877802360.23,57.54,8964974,all,CachePreferNone,"(51200, 1, 1)",51200,23,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",24.86,24.65,57.54,255,0,1024,0,8948337.03,1309482064.23,8,12.50,3276800,192172032,717371376,546192768,717371376,2869485504,0,160
"",80,40,f32,ALP,20,8,query_multi_column,5,102400,prefetch_all_branchless,5,20,3,old_fls,32,1,7.86,12.28,3452376.41,8944197.60,8420218.55,8944197.60,8893027.35,4,32,32,32,"(64, 1, 1)",64,17.11,0,6845504,0,877294060.45,57.49,8970298,all,CachePreferNone,"(51200, 1, 1)",51200,24,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T1, bool *)",24.86,24.62,57.49,255,0,1024,0,8944197.60,1309556364.78,8,12.50,3276800,192176640,717183958,546657600,717183958,2868735832,0,160
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,1,20,3,old_fls,32,1,7.96,12.43,6390291.06,16319687.69,12952489.11,16319687.69,16276610.21,4,32,32,32,"(64, 1, 1)",64,11.18,0,12464032,0,879046523.63,58.32,16309887,all,CachePreferNone,"(51200, 1, 1)",51200,25,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",22.06,23.10,58.32,255,0,1120,0,16319687.69,1307778815.07,8,12.50,3276800,350606848,1305810200,994188096,1305810200,5223240800,0,160
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,2,20,3,old_fls,32,1,7.96,12.43,6390438.56,16316287.20,12931633.27,16316287.20,16289082.86,4,32,32,32,"(64, 1, 1)",64,11.18,0,12484864,0,877524977.44,58.33,16336090,all,CachePreferNone,"(51200, 1, 1)",51200,26,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",22.04,23.06,58.33,255,0,1120,0,16316287.20,1307631398.04,8,12.50,3276800,350584960,1306608808,995750208,1306608808,5226435232,0,160
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,3,20,3,old_fls,32,1,7.96,12.44,6390590,16297045.20,12953692.75,16297045.20,16275149.78,4,32,32,32,"(64, 1, 1)",64,11.17,0,12530016,0,876576693.92,58.18,16376525,all,CachePreferNone,"(51200, 1, 1)",51200,27,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",22.04,23.21,58.18,255,0,1120,0,16297045.20,1302444160.22,8,12.50,3276800,351472640,1306980404,989349376,1306980404,5227921616,0,160
"",80,40,f32,ALP,20,8,query_multi_column,6,102400,prefetch_all_branchless,4,20,3,old_fls,32,1,7.96,12.43,6389645.50,16323472.16,12938335.95,16323472.16,16283463.71,4,32,32,32,"(64, 1, 1)",64,11.17,0,12496864,0,877068678.99,58.30,16351581,all,CachePreferNone,"(51200, 1, 1)",51200,28,"void query_multi_column<float, 1, 32, ALPDecompressor<float, 1, BitUnpackerOldFls<float, 1, 32, ALPFunctor<float, 1>>, PrefetchAllBranchlessALPExceptionPatcher<float, 1, 32>, ALPExtendedColumn<float>>, ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T1, bool *)",22.03,23.03,58.30,255,0,1120,0,16323472.16,1307648596.21,8,12.50,3276800,350739456,1307472196,996587648,1307472196,5229888784,0,160
