return_code,avg_bits_per_value,avg_exceptions_per_vector,kernel,compressor,file,n_bytes,duration_ms,compression_ratio,data_type,n_vecs,sample_run
0,16.623418,101.575246,decompression_query,GALP,publicbi-Telco-CHRGD_REV_P1,11649024,0.019744,1.458560,f32,0,2
0,11.581338,10.452674,decompression_query,GALP,publicbi-Physicians-line_srvc_cnt,36610048,0.035328,2.534454,f32,0,4
0,"","",decompression_query,LZ4,alp-medicare1,74301440,1.966880,1.645836,f64,0,3
0,"","",decompression,GDeflate,publicbi-Telco-TOTAL_OUTGOING_MIN_P4,11649024,1.359712,1.487621,f32,0,3
0,"","",decompression_query,Snappy,publicbi-Telco-ONNET_MINS_P1,11649024,1.599456,1.185313,f32,0,4
0,"","",decompression_query,LZ4,publicbi-Telco-ONNET_MINS_P4,11649024,2.193888,1.347517,f32,0,4
0,9.909096,30.872933,decompression,ALP,alp-cms9,148602880,0.412672,5.158386,f64,0,5
0,21.157876,188.267229,decompression,GALP,publicbi-Telco-TOTAL_OUTGOING_REV_P1,11649024,0.025088,1.047889,f32,0,4
0,"","",decompression,zstd,publicbi-Telco-TOTAL_OUTGOING_MIN_P4,11649024,2.881920,1.706093,f32,0,1
0,18.864136,128.159341,decompression,ALP,alp-food_prices,16400384,0.098016,2.209752,f64,0,2
0,"","",decompression,GDeflate,publicbi-CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,37150720,1.656576,1.192559,f32,0,4
0,"","",decompression,BitcompSparse,alp-neon_wind_dir,1591189504,5.503232,0.998295,f64,0,4
0,"","",decompression_query,Thrust,publicbi-Telco-TOTAL_OUTGOING_MIN_P3,11649024,0.399232,1.000000,f32,0,4
0,"","",decompression,GDeflate,alp-arade4,79110144,1.974976,1.068895,f64,0,1
0,"","",decompression,LZ4,publicbi-Telco-TOTAL_MINS_P2,11649024,1.722048,1.116503,f32,0,5
0,"","",decompression_query,Deflate,publicbi-Telco-ONNET_MINS_P3,11649024,4.781152,1.565529,f32,0,1
0,"","",decompression,Bitcomp,publicbi-CommonGovernment-nongsadollar,45547520,0.287744,1.237051,f32,0,4
0,"","",decompression_query,zstd,publicbi-CMSprovider-LINE_SRVC_CNT,37150720,2.687776,2.455562,f32,0,1
0,"","",decompression_query,GDeflate,publicbi-CommonGovernment-baseandexercisedoptionsvalue,45547520,1.740768,1.283314,f32,0,1
0,"","",decompression,BitcompSparse,publicbi-Telco-ONNET_MINS_P4,11649024,0.109536,1.290143,f32,0,5
0,"","",decompression_query,BitcompSparse,publicbi-Telco-TOTAL_OUTGOING_MIN_P6,11649024,0.108576,1.015735,f32,0,5
0,"","",decompression_query,GDeflate,publicbi-CityMaxCapita-LPF,3649536,1.341312,1.428956,f32,0,3
0,"","",decompression,LZ4,alp-stocks_usa_c,2256609280,36.988449,2.706665,f64,0,5
0,13.422996,98.632208,decompression,GALP,publicbi-Telco-ONNET_MINS_P4,11649024,0.021152,1.720331,f32,0,1
0,"","",decompression,BitcompSparse,alp-gov40,1128988672,2.169536,63.158622,f64,0,3
0,26.307076,54.365981,decompression,GALP,alp-gov10,1128988672,3.293280,2.071844,f64,0,2
0,"","",decompression_query,GDeflate,publicbi-Telco-TOTAL_OUTGOING_MIN_P2,11649024,1.367104,1.286584,f32,0,2
0,"","",decompression,zstd,alp-neon_air_pressure,1101766656,29.388416,5.062598,f64,0,5
0,"","",decompression_query,BitcompSparse,publicbi-Telco-RECHRG_TOTAL_LOAD_P1,11649024,0.114560,1.058271,f32,0,1
0,"","",decompression_query,Deflate,publicbi-MedPayment1-line_srvc_cnt,36610048,5.906272,2.120980,f32,0,1
0,"","",decompression,Snappy,publicbi-Telco-RECHRG_TOTAL_LOAD_P6,11649024,2.016992,1.326995,f32,0,3
