 (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (nsecond),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (cycle/second),DRAM Throughput (%),Elapsed Cycles (cycle),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (cycle/second),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Waves Per SM ()
"",u32,FFOR,0,32,query_multi_column,6,102400,none,4,0,0,stateful_branchless,1,1,35.36,73.68,18,32,24,24,"(64, 1, 1)",64,84.09,1024,1015328,0,10230514671.12,1.22,2317838,CachePreferNone,"(51200, 1, 1)",51200,28,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T1, bool *)",54.29,1.60,54.17,56,32768,0,2303200.89,2273954656.36,36,75,3276800,43.10
"",u32,FFOR,0,32,query_multi_column,6,102400,none,5,0,0,stateful_branchless,1,1,35.37,73.69,18,32,24,24,"(64, 1, 1)",64,84.07,1024,1014944,0,10083551407.76,1.23,2317463,CachePreferNone,"(51200, 1, 1)",51200,29,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T1, bool *)",54.29,1.60,54.17,56,32768,0,2303268.98,2275216169.56,36,75,3276800,43.10
"",u32,FFOR,0,32,query_multi_column,7,102400,none,1,0,0,stateful_branchless,1,1,31.48,65.59,16,32,24,24,"(64, 1, 1)",64,85.27,1024,1156672,0,10229734963.76,1.23,2642125,CachePreferNone,"(51200, 1, 1)",51200,30,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",55.54,1.59,55.43,62,32768,0,2625932.67,2275145561.29,32,66.67,3276800,48.48
"",u32,FFOR,0,32,query_multi_column,7,102400,none,2,0,0,stateful_branchless,1,1,31.49,65.60,16,32,24,24,"(64, 1, 1)",64,85.28,1024,1156224,0,10228163400.86,1.23,2641411,CachePreferNone,"(51200, 1, 1)",51200,31,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",55.55,1.59,55.44,62,32768,0,2625657.94,2275684181.15,32,66.67,3276800,48.48
"",u32,FFOR,0,32,query_multi_column,7,102400,none,3,0,0,stateful_branchless,1,1,31.49,65.60,16,32,24,24,"(64, 1, 1)",64,85.28,1024,1156032,0,10233848197.97,1.23,2641548,CachePreferNone,"(51200, 1, 1)",51200,32,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",55.55,1.64,55.44,62,32768,0,2625556.53,2276250570.92,32,66.67,3276800,48.48
"",u32,FFOR,0,32,query_multi_column,7,102400,none,4,0,0,stateful_branchless,1,1,31.48,65.59,16,32,24,24,"(64, 1, 1)",64,85.26,1024,1156576,0,10229145339.35,1.24,2642405,CachePreferNone,"(51200, 1, 1)",51200,33,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",55.54,1.61,55.42,62,32768,0,2625849.88,2275658063.11,32,66.67,3276800,48.48
"",u32,FFOR,0,32,query_multi_column,7,102400,none,5,0,0,stateful_branchless,1,1,31.49,65.59,16,32,24,24,"(64, 1, 1)",64,85.29,1024,1138912,0,10232699277.91,1.25,2640290,CachePreferNone,"(51200, 1, 1)",51200,34,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",55.55,1.60,55.44,62,32768,0,2625482.32,2310241265.35,32,66.67,3276800,48.48
"",u32,FFOR,0,32,query_multi_column,8,102400,none,1,0,0,stateful_branchless,1,1,27.57,57.44,14,32,24,24,"(64, 1, 1)",64,85.76,1024,1283232,0,10237350689.51,1.27,2979638,CachePreferNone,"(51200, 1, 1)",51200,35,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",56.23,1.63,56.13,69,32768,0,2963222.52,2314103243.48,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,8,102400,none,2,0,0,stateful_branchless,1,1,27.57,57.44,14,32,24,24,"(64, 1, 1)",64,85.75,1024,1283168,0,10237861293.30,1.27,2979242,CachePreferNone,"(51200, 1, 1)",51200,36,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",56.23,1.66,56.12,69,32768,0,2963246.02,2314469864.17,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,8,102400,none,3,0,0,stateful_branchless,1,1,27.57,57.43,14,32,24,24,"(64, 1, 1)",64,85.75,1024,1283584,0,10234543278.82,1.27,2979760,CachePreferNone,"(51200, 1, 1)",51200,37,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",56.23,1.63,56.12,69,32768,0,2963461.48,2313717424.54,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,8,102400,none,4,0,0,stateful_branchless,1,1,27.56,57.42,14,32,24,24,"(64, 1, 1)",64,85.74,1024,1283872,0,10233144737.17,1.27,2980445,CachePreferNone,"(51200, 1, 1)",51200,38,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",56.23,1.65,56.12,69,32768,0,2963268.89,2313430129.07,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,8,102400,none,5,0,0,stateful_branchless,1,1,27.57,57.43,14,32,24,24,"(64, 1, 1)",64,85.76,1024,1283296,0,10235942448.20,1.27,2979519,CachePreferNone,"(51200, 1, 1)",51200,39,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",56.23,1.61,56.13,69,32768,0,2963386.76,2314036797.95,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,9,102400,none,1,0,0,stateful_branchless,1,1,27.58,57.46,14,32,24,24,"(64, 1, 1)",64,85.36,1024,1633984,0,10235086757.28,1.12,3800074,CachePreferNone,"(51200, 1, 1)",51200,40,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.55,1.47,49.48,71,32768,0,3782212.92,2318785149.26,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,9,102400,none,2,0,0,stateful_branchless,1,1,27.59,57.49,14,32,24,24,"(64, 1, 1)",64,85.35,1024,1633792,0,10235897837.67,1.13,3800191,CachePreferNone,"(51200, 1, 1)",51200,41,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.56,1.49,49.48,71,32768,0,3782058.67,2319120283.77,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,9,102400,none,3,0,0,stateful_branchless,1,1,27.59,57.48,14,32,24,24,"(64, 1, 1)",64,85.37,1024,1633568,0,10235499226.23,1.12,3799099,CachePreferNone,"(51200, 1, 1)",51200,42,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.56,1.46,49.48,71,32768,0,3781979.64,2319004269.59,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,9,102400,none,4,0,0,stateful_branchless,1,1,27.59,57.48,14,32,24,24,"(64, 1, 1)",64,85.36,1024,1633504,0,10237780868.61,1.12,3799959,CachePreferNone,"(51200, 1, 1)",51200,43,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.55,1.45,49.48,71,32768,0,3782135.67,2319368874.11,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,9,102400,none,5,0,0,stateful_branchless,1,1,27.59,57.47,14,32,24,24,"(64, 1, 1)",64,85.35,1024,1634016,0,10192977302.55,1.12,3794972,CachePreferNone,"(51200, 1, 1)",51200,44,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.55,1.50,49.47,71,32768,0,3782419.50,2318775030.35,28,58.33,3276800,55.41
"",u32,FFOR,0,32,query_multi_column,10,102400,none,1,0,0,stateful_branchless,1,1,23.68,49.32,12,32,24,24,"(64, 1, 1)",64,85.87,1024,1791072,0,10237944649.91,1.14,4179465,CachePreferNone,"(51200, 1, 1)",51200,45,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.98,1.45,49.89,78,32768,0,4165909.29,2330394404.39,24,50,3276800,64.65
"",u32,FFOR,0,32,query_multi_column,10,102400,none,2,0,0,stateful_branchless,1,1,23.67,49.32,12,32,24,24,"(64, 1, 1)",64,85.89,1024,1791168,0,10339371851.22,1.12,4190510,CachePreferNone,"(51200, 1, 1)",51200,46,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.99,1.44,49.90,78,32768,0,4165486.82,2330144538.83,24,50,3276800,64.65
"",u32,FFOR,0,32,query_multi_column,10,102400,none,3,0,0,stateful_branchless,1,1,23.68,49.33,12,32,24,24,"(64, 1, 1)",64,85.89,1024,1809376,0,10235962011.21,1.13,4189650,CachePreferNone,"(51200, 1, 1)",51200,47,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.98,1.47,49.90,78,32768,0,4165628.97,2306746635.30,24,50,3276800,64.65
"",u32,FFOR,0,32,query_multi_column,10,102400,none,4,0,0,stateful_branchless,1,1,23.68,49.34,12,32,24,24,"(64, 1, 1)",64,85.90,1024,1809376,0,10233981217.83,1.12,4188234,CachePreferNone,"(51200, 1, 1)",51200,48,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.99,1.44,49.90,78,32768,0,4165362.85,2306527498.98,24,50,3276800,64.65
"",u32,FFOR,0,32,query_multi_column,10,102400,none,5,0,0,stateful_branchless,1,1,23.68,49.33,12,32,24,24,"(64, 1, 1)",64,85.90,1024,1809440,0,10231921478.47,1.12,4187503,CachePreferNone,"(51200, 1, 1)",51200,49,"void multi_column::query_multi_column<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORDecompressor<unsigned int, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<unsigned int, (unsigned int)1, (unsigned int)1, flsgpu::device::FFORFunctor<unsigned int, (unsigned int)1>>, flsgpu::device::FFORColumn<unsigned int>>, flsgpu::device::FFORColumn<unsigned int>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",49.98,1.47,49.90,78,32768,0,4165622.35,2306407967.84,24,50,3276800,64.65
"",f64,ALP,20,8,query_multi_column,1,102400,naive,1,20,3,stateful_branchless,1,1,46.68,97.25,24,32,24,24,"(64, 1, 1)",64,86.67,1024,1195008,0,10231362467.87,3.39,2756961,CachePreferNone,"(25600, 1, 1)",25600,0,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",14.48,1.51,14.44,40,32768,0,2741628.14,2301534801.44,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive,2,20,3,stateful_branchless,1,1,46.68,97.24,24,32,24,24,"(64, 1, 1)",64,86.66,1024,1195168,0,10228279204.26,3.39,2757713,CachePreferNone,"(25600, 1, 1)",25600,1,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",14.48,1.51,14.44,40,32768,0,2741393.08,2301465149.67,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive,3,20,3,stateful_branchless,1,1,46.68,97.25,24,32,24,24,"(64, 1, 1)",64,86.65,1024,1195072,0,10231778503.72,3.39,2758752,CachePreferNone,"(25600, 1, 1)",25600,2,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",14.48,1.51,14.44,40,32768,0,2741204.17,2302015415.53,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive,4,20,3,stateful_branchless,1,1,46.68,97.25,24,32,24,24,"(64, 1, 1)",64,86.71,1024,1195424,0,10103595042.43,3.44,2753635,CachePreferNone,"(25600, 1, 1)",25600,3,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",14.48,1.52,14.45,40,32768,0,2741235.39,2299412175.09,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive,5,20,3,stateful_branchless,1,1,46.68,97.24,24,32,24,24,"(64, 1, 1)",64,86.67,1024,1195328,0,10227231354.07,3.39,2757695,CachePreferNone,"(25600, 1, 1)",25600,4,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",14.49,1.51,14.44,40,32768,0,2741121.65,2300779088.81,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,2,102400,naive,1,20,3,stateful_branchless,1,1,35.28,73.50,18,32,24,24,"(64, 1, 1)",64,85.91,1024,2388224,0,10229874584.63,3.40,5563482,CachePreferNone,"(25600, 1, 1)",25600,5,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",14.31,2.13,14.27,56,32768,0,5535179.59,2323496037.22,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive,2,20,3,stateful_branchless,1,1,35.28,73.50,18,32,24,24,"(64, 1, 1)",64,85.97,1024,2402784,0,10120367040.90,3.42,5550249,CachePreferNone,"(25600, 1, 1)",25600,6,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",14.31,2.13,14.28,56,32768,0,5534585.05,2307596243.91,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive,3,20,3,stateful_branchless,1,1,35.28,73.50,18,32,24,24,"(64, 1, 1)",64,85.87,1024,2402656,0,10238056550.75,3.37,5567941,CachePreferNone,"(25600, 1, 1)",25600,7,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",14.31,2.12,14.27,56,32768,0,5535036.85,2310724048.72,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive,4,20,3,stateful_branchless,1,1,35.28,73.50,18,32,24,24,"(64, 1, 1)",64,85.88,1024,2402816,0,10234711272.11,3.38,5567008,CachePreferNone,"(25600, 1, 1)",25600,8,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",14.31,2.12,14.27,56,32768,0,5534757.05,2310299040.79,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive,5,20,3,stateful_branchless,1,1,35.28,73.50,18,32,24,24,"(64, 1, 1)",64,85.91,1024,2402720,0,10168262635.68,3.40,5563309,CachePreferNone,"(25600, 1, 1)",25600,9,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",14.31,2.13,14.27,56,32768,0,5534955.11,2309539743.85,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,3,102400,naive,1,20,3,stateful_branchless,1,1,27.53,57.35,14,32,24,24,"(64, 1, 1)",64,85.64,1024,3609376,0,10239146046.30,3.37,8375772,CachePreferNone,"(25600, 1, 1)",25600,10,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T1, bool *)",14.10,3.35,14.06,70,32768,0,8323378.47,2313509361.91,28,58.33,1638400,27.71
