 (),data_type,encoding,end_ec,end_vbw,kernel,n_cols,n_vecs,patcher,sample_run,start_ec,start_vbw,unpacker,unpack_n_values,unpack_n_vectors,Achieved Active Warps Per SM (warp),Achieved Occupancy (%),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit SM (block),Block Limit Warps (block),Block Size,Block Size (),Compute (SM) Throughput (%),Driver Shared Memory Per Block (byte/block),Duration (nsecond),Dynamic Shared Memory Per Block (byte/block),DRAM Frequency (cycle/second),DRAM Throughput (%),Elapsed Cycles (cycle),Function Cache Configuration (),Grid Size,Grid Size (),ID,Kernel Name,L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Memory Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Static Shared Memory Per Block (byte/block),SM Active Cycles (cycle),SM Frequency (cycle/second),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Threads (thread),Waves Per SM ()
"",f32,ALP,20,8,query_multi_column,7,102400,naive_branchless,1,20,3,stateful_branchless,1,1,11.80,24.58,6,16,24,24,"(64, 1, 1)",64,70.28,1024,2460096,0,10236790759.39,9.22,5621385,CachePreferNone,"(51200, 1, 1)",51200,30,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.25,10.57,53.18,134,16384,0,5593993.21,2277257879.37,12,25,3276800,129.29
"",f32,ALP,20,8,query_multi_column,7,102400,naive_branchless,2,20,3,stateful_branchless,1,1,11.80,24.58,6,16,24,24,"(64, 1, 1)",64,70.25,1024,2425760,0,10235736429.00,9.36,5620628,CachePreferNone,"(51200, 1, 1)",51200,31,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.22,10.65,53.17,134,16384,0,5597046.80,2310260083.44,12,25,3276800,129.29
"",f32,ALP,20,8,query_multi_column,7,102400,naive_branchless,3,20,3,stateful_branchless,1,1,11.80,24.58,6,16,24,24,"(64, 1, 1)",64,70.28,1024,2460288,0,10234431090.99,9.22,5618059,CachePreferNone,"(51200, 1, 1)",51200,32,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.26,10.55,53.19,134,16384,0,5593601.08,2276717265.08,12,25,3276800,129.29
"",f32,ALP,20,8,query_multi_column,7,102400,naive_branchless,4,20,3,stateful_branchless,1,1,11.80,24.58,6,16,24,24,"(64, 1, 1)",64,70.26,1024,2460288,0,10238489152.49,9.22,5619582,CachePreferNone,"(51200, 1, 1)",51200,33,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.26,10.55,53.18,134,16384,0,5593393.20,2277411492.75,12,25,3276800,129.29
"",f32,ALP,20,8,query_multi_column,7,102400,naive_branchless,5,20,3,stateful_branchless,1,1,11.80,24.58,6,16,24,24,"(64, 1, 1)",64,70.23,1024,2430368,0,10219542061.12,9.35,5622135,CachePreferNone,"(51200, 1, 1)",51200,34,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.23,10.66,53.15,134,16384,0,5596721.79,2306525870.43,12,25,3276800,129.29
"",f32,ALP,20,8,query_multi_column,8,102400,naive_branchless,1,20,3,stateful_branchless,1,1,15.72,32.75,8,16,24,24,"(64, 1, 1)",64,75.89,1024,2810624,0,10088714819.20,9.36,6418555,CachePreferNone,"(51200, 1, 1)",51200,35,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.29,15.04,53.21,128,16384,0,6387930.68,2276425329.99,16,33.33,3276800,96.97
"",f32,ALP,20,8,query_multi_column,8,102400,naive_branchless,2,20,3,stateful_branchless,1,1,15.72,32.75,8,16,24,24,"(64, 1, 1)",64,75.91,1024,2809664,0,10238764492.84,9.23,6420343,CachePreferNone,"(51200, 1, 1)",51200,36,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.29,14.87,53.23,128,16384,0,6387830.79,2276661728.95,16,33.33,3276800,96.97
"",f32,ALP,20,8,query_multi_column,8,102400,naive_branchless,3,20,3,stateful_branchless,1,1,15.72,32.75,8,16,24,24,"(64, 1, 1)",64,75.89,1024,2793600,0,10239908361.97,9.28,6417035,CachePreferNone,"(51200, 1, 1)",51200,37,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.29,14.97,53.21,128,16384,0,6387666.64,2290273303.26,16,33.33,3276800,96.97
"",f32,ALP,20,8,query_multi_column,8,102400,naive_branchless,4,20,3,stateful_branchless,1,1,15.72,32.75,8,16,24,24,"(64, 1, 1)",64,75.90,1024,2793920,0,10236353224.14,9.28,6417084,CachePreferNone,"(51200, 1, 1)",51200,38,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.29,14.92,53.22,128,16384,0,6387748.47,2289691962.07,16,33.33,3276800,96.97
"",f32,ALP,20,8,query_multi_column,8,102400,naive_branchless,5,20,3,stateful_branchless,1,1,15.72,32.75,8,16,24,24,"(64, 1, 1)",64,75.88,1024,2758464,0,10244356279.44,9.40,6415272,CachePreferNone,"(51200, 1, 1)",51200,39,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",53.27,15.09,53.20,128,16384,0,6389833.62,2319874514.71,16,33.33,3276800,96.97
"",f32,ALP,20,8,query_multi_column,9,102400,naive_branchless,1,20,3,stateful_branchless,1,1,7.86,16.37,4,8,24,24,"(64, 1, 1)",64,62.19,1024,3487200,0,10201312227.58,8.40,8060671,CachePreferNone,"(51200, 1, 1)",51200,40,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",47.72,9.45,47.65,172,8192,0,8023358.53,2305105672.17,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,9,102400,naive_branchless,2,20,3,stateful_branchless,1,1,7.86,16.36,4,8,24,24,"(64, 1, 1)",64,62.22,1024,3488640,0,10235186204.37,8.37,8059287,CachePreferNone,"(51200, 1, 1)",51200,41,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",47.72,9.42,47.67,172,8192,0,8023955.05,2303047414.85,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,9,102400,naive_branchless,3,20,3,stateful_branchless,1,1,7.86,16.37,4,8,24,24,"(64, 1, 1)",64,62.19,1024,3487520,0,10172555856.31,8.42,8058889,CachePreferNone,"(51200, 1, 1)",51200,42,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",47.73,9.46,47.65,172,8192,0,8023139.82,2304819183.83,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,9,102400,naive_branchless,4,20,3,stateful_branchless,1,1,7.86,16.37,4,8,24,24,"(64, 1, 1)",64,62.22,1024,3488512,0,10235891979.16,8.36,8059241,CachePreferNone,"(51200, 1, 1)",51200,43,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",47.72,9.44,47.67,172,8192,0,8024158.38,2303182990.34,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,9,102400,naive_branchless,5,20,3,stateful_branchless,1,1,7.86,16.36,4,8,24,24,"(64, 1, 1)",64,62.24,1024,3487840,0,10236799853.20,8.36,8057290,CachePreferNone,"(51200, 1, 1)",51200,44,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",47.71,9.43,47.68,172,8192,0,8025252.02,2303068565.84,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,10,102400,naive_branchless,1,20,3,stateful_branchless,1,1,7.83,16.31,4,8,24,24,"(64, 1, 1)",64,58.81,1024,4056928,0,10238288675.57,7.99,9440978,CachePreferNone,"(51200, 1, 1)",51200,45,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",45.23,9.55,45.18,174,8192,0,9406644.77,2321576448.98,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,10,102400,naive_branchless,2,20,3,stateful_branchless,1,1,7.83,16.31,4,8,24,24,"(64, 1, 1)",64,58.80,1024,4060256,0,10232324267.24,7.99,9444160,CachePreferNone,"(51200, 1, 1)",51200,46,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",45.23,9.56,45.17,174,8192,0,9404861.06,2320163802.48,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,10,102400,naive_branchless,3,20,3,stateful_branchless,1,1,7.83,16.31,4,8,24,24,"(64, 1, 1)",64,58.82,1024,4077632,0,10185142749.52,7.99,9440425,CachePreferNone,"(51200, 1, 1)",51200,47,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",45.23,9.56,45.18,174,8192,0,9404850.85,2309530220.81,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,10,102400,naive_branchless,4,20,3,stateful_branchless,1,1,7.83,16.31,4,8,24,24,"(64, 1, 1)",64,58.85,1024,4079488,0,10237237614.13,7.95,9440561,CachePreferNone,"(51200, 1, 1)",51200,48,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",45.26,9.53,45.21,174,8192,0,9399002.17,2307242722.62,8,16.67,3276800,193.94
"",f32,ALP,20,8,query_multi_column,10,102400,naive_branchless,5,20,3,stateful_branchless,1,1,7.83,16.31,4,8,24,24,"(64, 1, 1)",64,58.85,1024,4079328,0,10235160300.91,7.96,9437039,CachePreferNone,"(51200, 1, 1)",51200,49,"void multi_column::query_multi_column<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<float, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<float, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<float, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<float, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<float>>, flsgpu::device::ALPExtendedColumn<float>>(T5, T5, T5, T5, T5, T5, T5, T5, T5, T5, T1, bool *)",45.25,9.53,45.21,174,8192,0,9400992.64,2307202272.86,8,16.67,3276800,193.94
"",f64,ALP,20,8,query_multi_column,1,102400,naive_branchless,1,20,3,stateful_branchless,1,1,46.69,97.27,24,32,24,24,"(64, 1, 1)",64,86.69,1024,1194912,0,10234969604.46,3.39,2757168,CachePreferNone,"(25600, 1, 1)",25600,0,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",16.43,1.51,16.38,40,32768,0,2740121.39,2301067777.38,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive_branchless,2,20,3,stateful_branchless,1,1,46.70,97.29,24,32,24,24,"(64, 1, 1)",64,86.72,1024,1194624,0,10233686917.39,3.39,2757446,CachePreferNone,"(25600, 1, 1)",25600,1,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",16.43,1.51,16.38,40,32768,0,2740200.14,2301024004.21,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive_branchless,3,20,3,stateful_branchless,1,1,46.71,97.30,24,32,24,24,"(64, 1, 1)",64,86.69,1024,1195008,0,10233076263.92,3.39,2758810,CachePreferNone,"(25600, 1, 1)",25600,2,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",16.43,1.51,16.38,40,32768,0,2740183.50,2301003424.24,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive_branchless,4,20,3,stateful_branchless,1,1,46.70,97.29,24,32,24,24,"(64, 1, 1)",64,86.74,1024,1194624,0,10112611164.68,3.43,2753327,CachePreferNone,"(25600, 1, 1)",25600,3,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",16.43,1.52,16.39,40,32768,0,2739971.33,2300217892.83,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,1,102400,naive_branchless,5,20,3,stateful_branchless,1,1,46.72,97.32,24,32,24,24,"(64, 1, 1)",64,86.70,1024,1194624,0,10236258437.80,3.39,2757258,CachePreferNone,"(25600, 1, 1)",25600,4,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T1, bool *)",16.43,1.51,16.38,40,32768,0,2740234.32,2301452172.40,48,100,1638400,16.16
"",f64,ALP,20,8,query_multi_column,2,102400,naive_branchless,1,20,3,stateful_branchless,1,1,35.32,73.58,18,32,24,24,"(64, 1, 1)",64,86.00,1024,2376128,0,10239232903.28,3.41,5550295,CachePreferNone,"(25600, 1, 1)",25600,5,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",16.29,3.04,16.26,56,32768,0,5532017.15,2332726253.24,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive_branchless,2,20,3,stateful_branchless,1,1,35.32,73.59,18,32,24,24,"(64, 1, 1)",64,85.96,1024,2403040,0,10172075371.20,3.40,5559952,CachePreferNone,"(25600, 1, 1)",25600,6,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",16.29,3.01,16.25,56,32768,0,5531890.09,2307970875.78,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive_branchless,3,20,3,stateful_branchless,1,1,35.32,73.58,18,32,24,24,"(64, 1, 1)",64,85.92,1024,2402976,0,10237119305.39,3.37,5564827,CachePreferNone,"(25600, 1, 1)",25600,7,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",16.29,2.99,16.25,56,32768,0,5532024.76,2309158171.64,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive_branchless,4,20,3,stateful_branchless,1,1,35.32,73.59,18,32,24,24,"(64, 1, 1)",64,85.91,1024,2403040,0,10238338105.07,3.38,5563847,CachePreferNone,"(25600, 1, 1)",25600,8,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",16.29,3.00,16.24,56,32768,0,5531570.53,2309294685.07,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,2,102400,naive_branchless,5,20,3,stateful_branchless,1,1,35.32,73.58,18,32,24,24,"(64, 1, 1)",64,85.95,1024,2402688,0,10173299238.19,3.40,5560608,CachePreferNone,"(25600, 1, 1)",25600,9,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T1, bool *)",16.29,2.98,16.25,56,32768,0,5531572.27,2308423454.62,36,75,1638400,21.55
"",f64,ALP,20,8,query_multi_column,3,102400,naive_branchless,1,20,3,stateful_branchless,1,1,27.50,57.30,14,32,24,24,"(64, 1, 1)",64,85.52,1024,3617696,0,10241285060.99,3.36,8385639,CachePreferNone,"(25600, 1, 1)",25600,10,"void multi_column::query_multi_column<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPDecompressor<double, (unsigned int)1, flsgpu::device::BitUnpackerStatefulBranchless<double, (unsigned int)1, (unsigned int)1, flsgpu::device::ALPFunctor<double, (unsigned int)1>>, flsgpu::device::NaiveBranchlessALPExceptionPatcher<double, (unsigned int)1, (unsigned int)1>, flsgpu::device::ALPExtendedColumn<double>>, flsgpu::device::ALPExtendedColumn<double>>(T5, T5, T5, T1, bool *)",16.34,7.72,16.29,72,32768,0,8338345.91,2311385294.21,28,58.33,1638400,27.71
