ID,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Kernel Name,Block Size,Grid Size,Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),Compute (SM) Throughput (%),Registers Per Thread (register/thread),Shared Memory Configuration Size (byte),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Theoretical Occupancy (%),Achieved Occupancy (%),Achieved Active Warps Per SM (warp)
33,galp-prefetch-branchy-4v,8,33,125000,510019,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",51.36,51.36,15.89,17.82,77.95,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
34,galp-prefetch-branchy-4v,8,34,125000,513029,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",51.26,51.26,16.10,17.79,78.00,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
35,galp-prefetch-branchy-4v,8,35,125000,516894,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",50.98,50.98,16.29,17.67,78.11,75,0,16.28,32,12,32,32,24,37.50,35.88,22.96
36,galp-prefetch-branchy-4v,8,36,125000,519219,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",50.68,50.68,16.46,17.59,78.20,75,0,16.28,32,12,32,32,24,37.50,35.91,22.98
37,galp-prefetch-branchy-4v,8,37,125000,523815,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",50.20,50.20,16.57,17.42,78.03,75,0,16.28,32,12,32,32,24,37.50,35.87,22.95
38,galp-prefetch-branchy-4v,8,38,125000,526354,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",49.97,49.97,16.74,17.34,78.47,75,0,16.28,32,12,32,32,24,37.50,35.91,22.98
39,galp-prefetch-branchy-4v,8,39,125000,529823,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",49.66,49.66,16.88,17.21,78.27,75,0,16.28,32,12,32,32,24,37.50,35.88,22.96
40,galp-prefetch-branchy-4v,8,40,125000,532293,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",49.33,49.33,17.05,17.13,78.38,75,0,16.28,32,12,32,32,24,37.50,35.91,22.98
41,galp-prefetch-branchy-4v,8,41,125000,537730,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",49.14,49.14,17.15,17.03,78.33,75,0,16.28,32,12,32,32,24,37.50,35.88,22.96
42,galp-prefetch-branchy-4v,8,42,125000,538121,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.67,48.67,17.28,16.96,78.37,75,0,16.28,32,12,32,32,24,37.50,35.88,22.96
43,galp-prefetch-branchy-4v,8,43,125000,542960,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.33,48.33,17.38,16.79,78.42,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
44,galp-prefetch-branchy-4v,8,44,125000,545635,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.17,48.17,17.54,16.71,78.47,75,0,16.28,32,12,32,32,24,37.50,35.88,22.97
45,galp-prefetch-branchy-4v,8,45,125000,547799,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",47.92,47.92,17.67,16.64,78.54,75,0,16.28,32,12,32,32,24,37.50,35.91,22.98
46,galp-prefetch-branchy-4v,8,46,125000,550166,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",47.65,47.65,17.77,16.57,78.48,75,0,16.28,32,12,32,32,24,37.50,35.84,22.94
47,galp-prefetch-branchy-4v,8,47,125000,553678,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",47.38,47.38,17.90,16.46,78.58,75,0,16.28,32,12,32,32,24,37.50,35.90,22.98
48,galp-prefetch-branchy-4v,8,48,125000,556478,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",47.58,47.58,18.00,16.54,78.66,75,0,16.28,32,12,32,32,24,37.50,35.89,22.97
49,galp-prefetch-branchy-4v,8,49,125000,564516,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.97,48.97,18.01,17.02,78.20,75,0,16.28,32,12,32,32,24,37.50,35.88,22.96
50,galp-prefetch-branchy-4v,8,50,125000,563497,"void scan_column<float, AlpUnpacker<float, 4, 1, BitUnpackerStateful<float, 4, 1, ALPFunctor<float, 4>, RegisterBranchlessLoader<float, 4, 2>, 1024>, PrefetchAllALPExceptionPatcher<float, 4, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 4>(T3, T1, bool *)","(64, 1, 1)","(15625, 1, 1)",48.73,48.73,18.20,16.94,78.41,75,0,16.28,32,12,32,32,24,37.50,35.90,22.98
