ID,n_cols,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Theoretical Occupancy (%),Achieved Occupancy (%),Kernel Name,Block Size,Grid Size,Registers Per Thread (register/thread),Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),SM Active Cycles (cycle),Compute (SM) Throughput (%),Threads (thread),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Achieved Active Warps Per SM (warp)
0,1,ALP-32,0,10,125000,2403748,75,69.37,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,62.38,62.38,24.12,22.78,2383751.12,15.74,4000000,32.55,32,24,32,32,48,44.40
1,1,ALP-1,0,10,125000,919115,100,94.44,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.97,8.04,28.11,3.16,912995.57,86.47,4000000,24.41,32,42,32,32,64,60.44
2,1,GALP-32,0,10,125000,572943,56.25,52.32,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,20.54,14.88,20.71,5.42,567283.41,66.40,4000000,43.40,32,18,32,32,36,33.48
3,1,GALP-1,0,10,125000,532023,100,95.07,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,22.68,15.99,22.81,6.11,528389.09,80.03,4000000,24.41,32,32,32,32,64,60.85
4,1,ALP-32,1,10,125000,2395371,75,69.36,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,62.51,62.51,24.22,22.88,2379028.17,15.80,4000000,32.55,32,24,32,32,48,44.39
5,1,ALP-1,1,10,125000,918684,100,94.35,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,28.01,8.06,28.10,3.16,913289.82,86.60,4000000,24.41,32,42,32,32,64,60.39
6,1,GALP-32,1,10,125000,575611,56.25,52.40,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,20.56,14.84,20.68,5.42,568277.59,66.45,4000000,43.40,32,18,32,32,36,33.54
7,1,GALP-1,1,10,125000,532904,100,95.02,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,22.68,16.00,22.80,6.11,528592.07,80.03,4000000,24.41,32,32,32,32,64,60.81
8,1,ALP-32,2,10,125000,2421486,75,69.85,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,63.33,63.33,23.95,23.10,2384871.98,15.51,4000000,32.55,32,24,32,32,48,44.71
9,1,ALP-1,2,10,125000,919016,100,94.45,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.99,10.58,28.11,4.07,913247.06,86.54,4000000,24.41,32,42,32,32,64,60.45
10,1,GALP-32,2,10,125000,572936,56.25,52.40,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,20.51,18.89,20.69,6.88,567669.68,66.33,4000000,43.40,32,18,32,32,36,33.54
11,1,GALP-1,2,10,125000,532324,100,94.80,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,22.68,20.39,22.79,7.67,528767.96,80.01,4000000,24.41,32,32,32,32,64,60.67
12,1,ALP-32,3,10,125000,2442529,75,70.16,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,63.03,63.03,23.98,23.34,2427776.21,15.44,4000000,32.55,32,24,32,32,48,44.90
13,1,ALP-1,3,10,125000,918037,100,94.67,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.97,13.16,28.09,4.99,913607.16,86.47,4000000,24.41,32,42,32,32,64,60.59
14,1,GALP-32,3,10,125000,572717,56.25,52.21,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,23.01,23.01,20.65,8.33,568551.35,66.39,4000000,43.40,32,18,32,32,36,33.42
15,1,GALP-1,3,10,125000,533313,100,94.94,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,24.72,24.72,22.78,9.23,529142.34,79.92,4000000,24.41,32,32,32,32,64,60.76
16,1,ALP-32,4,10,125000,2466625,75,70.51,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,63.38,63.38,23.92,23.47,2439707.29,15.32,4000000,32.55,32,24,32,32,48,45.13
17,1,ALP-1,4,10,125000,919094,100,94.57,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.98,15.68,28.09,5.89,913580.01,86.49,4000000,24.41,32,42,32,32,64,60.53
18,1,GALP-32,4,10,125000,578454,56.25,52.34,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,26.86,26.86,20.55,9.67,571366.35,65.91,4000000,43.40,32,18,32,32,36,33.50
19,1,GALP-1,4,10,125000,533074,100,94.97,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,29.11,29.11,22.78,10.82,529037.94,80.00,4000000,24.41,32,32,32,32,64,60.78
20,1,ALP-32,5,10,125000,2461626,75,70.64,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,64.07,64.07,24.16,23.99,2453081.21,15.36,4000000,32.55,32,24,32,32,48,45.21
21,1,ALP-1,5,10,125000,920602,100,94.60,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.95,18.20,28.08,6.81,914202.99,86.41,4000000,24.41,32,42,32,32,64,60.54
22,1,GALP-32,5,10,125000,581337,56.25,52.41,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,30.70,30.70,20.40,11.04,575178.09,65.69,4000000,43.40,32,18,32,32,36,33.54
23,1,GALP-1,5,10,125000,532872,100,94.76,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,33.53,33.53,22.75,12.33,529693.95,79.90,4000000,24.41,32,32,32,32,64,60.65
24,1,ALP-32,6,10,125000,2459375,75,70.81,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,64.61,64.61,24.09,24.29,2447488.23,15.25,4000000,32.55,32,24,32,32,48,45.32
25,1,ALP-1,6,10,125000,920632,100,94.69,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.96,20.73,28.08,7.71,914188.34,86.43,4000000,24.41,32,42,32,32,64,60.60
26,1,GALP-32,6,10,125000,581749,56.25,52.51,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,34.79,34.79,20.39,12.38,575533.09,65.34,4000000,43.40,32,18,32,32,36,33.61
27,1,GALP-1,6,10,125000,534621,100,94.76,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,37.79,37.79,22.74,13.91,529911.88,79.77,4000000,24.41,32,32,32,32,64,60.65
28,1,ALP-32,7,10,125000,2464063,75,70.94,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,65.30,65.30,24.26,24.63,2447169.24,15.29,4000000,32.55,32,24,32,32,48,45.40
29,1,ALP-1,7,10,125000,919349,100,94.61,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.92,23.29,28.06,8.65,914606.38,86.33,4000000,24.41,32,42,32,32,64,60.55
30,1,GALP-32,7,10,125000,583529,56.25,52.72,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,38.66,38.66,20.31,13.75,577661.56,65.23,4000000,43.40,32,18,32,32,36,33.74
31,1,GALP-1,7,10,125000,534594,100,94.64,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,42.14,42.14,22.72,15.54,530273.05,79.71,4000000,24.41,32,32,32,32,64,60.57
32,1,ALP-32,8,10,125000,2469442,75,71.10,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",34,65.26,65.26,24.10,24.97,2487529.95,15.09,4000000,32.55,32,24,32,32,48,45.50
33,1,ALP-1,8,10,125000,920181,100,94.83,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",24,27.93,25.75,28.05,9.58,915041.45,86.34,4000000,24.41,32,42,32,32,64,60.69
34,1,GALP-32,8,10,125000,588037,56.25,52.68,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",56,42.36,42.36,20.23,15.13,580076.84,64.89,4000000,43.40,32,18,32,32,36,33.72
35,1,GALP-1,8,10,125000,535727,100,94.55,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",30,46.44,46.44,22.70,17.06,530848.99,79.65,4000000,24.41,32,32,32,32,64,60.51
0,10,ALP-32,0,10,125000,19970955,37.50,36.33,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.05,79.05,29.16,28.59,19956965.26,18.69,4000000,65.10,32,12,32,32,24,23.25
1,10,ALP-1,0,10,125000,16743793,25,23.53,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,24.33,7.94,32.17,24.33,16671959.84,39.06,4000000,97.66,32,8,32,32,16,15.06
2,10,GALP-32,0,10,125000,41857837,12.50,12.47,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,24.28,24.28,10.20,9.48,41691295.96,8.86,4000000,195.31,32,4,32,32,8,7.98
3,10,GALP-1,0,10,125000,7202353,12.50,12.18,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,16.05,11.59,16.08,4.54,7175381.53,55.27,4000000,195.31,32,4,32,32,8,7.80
4,10,ALP-32,1,10,125000,19946586,37.50,36.32,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.13,79.13,29.25,28.62,19934331.79,18.76,4000000,65.10,32,12,32,32,24,23.24
5,10,ALP-1,1,10,125000,16745458,25,23.53,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,24.34,7.94,32.19,24.34,16664155.24,39.08,4000000,97.66,32,8,32,32,16,15.06
6,10,GALP-32,1,10,125000,41870377,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,24.32,24.32,10.20,9.48,41666604.39,8.86,4000000,195.31,32,4,32,32,8,7.98
7,10,GALP-1,1,10,125000,7198173,12.50,12.19,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,16.06,11.60,16.08,4.54,7172812.36,55.28,4000000,195.31,32,4,32,32,8,7.80
8,10,ALP-32,2,10,125000,20407761,37.50,36.39,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,78.85,78.85,28.80,28.41,20323985,18.36,4000000,65.10,32,12,32,32,24,23.29
9,10,ALP-1,2,10,125000,17668510,25,23.55,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,23.73,9.15,30.72,23.73,17601787.98,37.02,4000000,97.66,32,8,32,32,16,15.07
10,10,GALP-32,2,10,125000,42163467,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,25.08,25.08,10.25,9.72,41978697.04,8.80,4000000,195.31,32,4,32,32,8,7.98
11,10,GALP-1,2,10,125000,7267377,12.50,12.18,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,15.90,14.70,15.93,5.60,7242122.95,54.76,4000000,195.31,32,4,32,32,8,7.79
12,10,ALP-32,3,10,125000,20636994,37.50,36.51,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,78.90,78.90,28.67,28.51,20622356.18,18.18,4000000,65.10,32,12,32,32,24,23.36
13,10,ALP-1,3,10,125000,18304105,25,23.59,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,23.32,10.40,29.86,23.32,18214785.11,35.76,4000000,97.66,32,8,32,32,16,15.10
14,10,GALP-32,3,10,125000,42482212,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,25.82,25.82,10.29,9.96,42257108.25,8.73,4000000,195.31,32,4,32,32,8,7.98
15,10,GALP-1,3,10,125000,7340410,12.50,12.17,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",226,17.75,17.75,15.77,6.70,7315326.66,54.22,4000000,195.31,32,4,32,32,8,7.79
16,10,ALP-32,4,10,125000,21065348,37.50,36.53,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,78.54,78.54,28.33,28.35,21042612.74,17.86,4000000,65.10,32,12,32,32,24,23.38
17,10,ALP-1,4,10,125000,18960330,25,23.63,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",126,22.96,11.49,29.01,22.96,18894662.55,34.54,4000000,97.66,32,8,32,32,16,15.12
18,10,GALP-32,4,10,125000,42871251,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,26.41,26.41,10.30,10.15,42690670.04,8.65,4000000,195.31,32,4,32,32,8,7.98
