ID,n_cols,alias,vbw,ec,n_vecs,Elapsed Cycles (cycle),Theoretical Occupancy (%),Achieved Occupancy (%),Kernel Name,Block Size,Grid Size,Registers Per Thread (register/thread),Memory Throughput (%),DRAM Throughput (%),L1/TEX Cache Throughput (%),L2 Cache Throughput (%),SM Active Cycles (cycle),Compute (SM) Throughput (%),Threads (thread),Waves Per SM (),Block Limit SM (block),Block Limit Registers (block),Block Limit Shared Mem (block),Block Limit Warps (block),Theoretical Active Warps per SM (warp),Achieved Active Warps Per SM (warp)
1,8,ALP-1,0,10,125000,10601624,25,24.16,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,14.91,5.70,14.95,3.64,10560630.79,51.25,4000000,97.66,32,8,32,32,16,15.46
2,8,GALP-32,0,10,125000,28235337,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,10.82,10.82,5.43,4.98,28082996.40,10.01,4000000,195.31,32,4,32,32,8,7.97
3,8,GALP-1,0,10,125000,5026000,18.75,16.77,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,18.44,13.28,18.44,5.24,5011492.03,60.53,4000000,130.21,32,6,32,32,12,10.73
4,8,ALP-32,1,10,125000,15696501,37.50,36.63,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,79.94,79.94,29.64,28.95,15694806.05,19.02,4000000,65.10,32,12,32,32,24,23.44
5,8,ALP-1,1,10,125000,10605953,25,24.16,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,14.91,5.70,14.95,3.64,10561723.70,51.25,4000000,97.66,32,8,32,32,16,15.47
6,8,GALP-32,1,10,125000,28158897,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,10.85,10.85,5.44,4.99,27989494.76,10.03,4000000,195.31,32,4,32,32,8,7.97
7,8,GALP-1,1,10,125000,4987465,18.75,16.99,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,18.58,13.40,18.59,5.29,4970099.34,61.01,4000000,130.21,32,6,32,32,12,10.87
8,8,ALP-32,2,10,125000,15978995,37.50,36.65,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,79.93,79.93,29.42,28.87,15938088.18,18.77,4000000,65.10,32,12,32,32,24,23.45
9,8,ALP-1,2,10,125000,11056760,25,24.16,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,14.32,7.33,14.34,4.27,11007583.22,49.29,4000000,97.66,32,8,32,32,16,15.46
10,8,GALP-32,2,10,125000,28399860,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,11.72,11.72,5.52,5.29,28294833.95,9.94,4000000,195.31,32,4,32,32,8,7.97
11,8,GALP-1,2,10,125000,5246788,18.75,16.61,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,17.66,16.30,17.66,6.30,5232169.97,57.98,4000000,130.21,32,6,32,32,12,10.63
12,8,ALP-32,3,10,125000,16156633,37.50,36.76,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,80.21,80.21,29.21,28.98,16129953.99,18.53,4000000,65.10,32,12,32,32,24,23.53
13,8,ALP-1,3,10,125000,11413862,25,24.19,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,13.87,8.87,13.90,4.69,11362570.94,47.79,4000000,97.66,32,8,32,32,16,15.48
14,8,GALP-32,3,10,125000,28618357,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,12.60,12.60,5.62,5.59,28477489.34,9.87,4000000,195.31,32,4,32,32,8,7.97
15,8,GALP-1,3,10,125000,5463090,18.75,16.68,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,19.14,19.14,17.00,7.34,5435682.33,55.66,4000000,130.21,32,6,32,32,12,10.68
16,8,ALP-32,4,10,125000,16402134,37.50,36.77,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,80.17,80.17,28.95,28.98,16353643.38,18.26,4000000,65.10,32,12,32,32,24,23.53
17,8,ALP-1,4,10,125000,11782548,25,24.23,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,13.43,10.29,13.46,5.15,11732708.74,46.30,4000000,97.66,32,8,32,32,16,15.51
18,8,GALP-32,4,10,125000,28893154,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,13.45,13.45,5.69,5.86,28722215.65,9.78,4000000,195.31,32,4,32,32,8,7.97
19,8,GALP-1,4,10,125000,5649133,18.75,16.74,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,21.80,21.80,16.40,8.30,5635681.60,53.84,4000000,130.21,32,6,32,32,12,10.72
20,8,ALP-32,5,10,125000,16612131,37.50,36.79,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,80.24,80.24,28.77,29.03,16575778.93,18.05,4000000,65.10,32,12,32,32,24,23.54
21,8,ALP-1,5,10,125000,12154056,25,24.24,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,13.01,11.59,13.04,5.58,12107748.60,44.89,4000000,97.66,32,8,32,32,16,15.52
22,8,GALP-32,5,10,125000,29126897,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,14.29,14.29,5.76,6.13,29009659.75,9.69,4000000,195.31,32,4,32,32,8,7.97
23,8,GALP-1,5,10,125000,5886396,18.75,16.74,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,24.23,24.23,15.78,9.12,5853394.46,51.66,4000000,130.21,32,6,32,32,12,10.71
24,8,ALP-32,6,10,125000,16777307,37.50,36.78,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,80.71,80.71,28.62,29.15,16744217.05,17.86,4000000,65.10,32,12,32,32,24,23.54
25,8,ALP-1,6,10,125000,12574467,25,24.25,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,12.77,12.77,12.61,6.02,12518214.95,43.47,4000000,97.66,32,8,32,32,16,15.52
26,8,GALP-32,6,10,125000,29389894,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,15.13,15.13,5.84,6.40,29222488.34,9.62,4000000,195.31,32,4,32,32,8,7.97
27,8,GALP-1,6,10,125000,6116448,18.75,16.73,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,26.40,26.40,15.18,9.91,6086540.29,49.71,4000000,130.21,32,6,32,32,12,10.71
28,8,ALP-32,7,10,125000,16981384,37.50,36.81,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,80.94,80.94,28.45,29.22,16942833.43,17.66,4000000,65.10,32,12,32,32,24,23.56
29,8,ALP-1,7,10,125000,12950287,25,24.25,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,13.89,13.89,12.23,6.43,12912164.30,42.21,4000000,97.66,32,8,32,32,16,15.52
30,8,GALP-32,7,10,125000,29611811,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,15.96,15.96,5.90,6.62,29488377.44,9.54,4000000,195.31,32,4,32,32,8,7.97
31,8,GALP-1,7,10,125000,6322021,18.75,16.80,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,28.53,28.53,14.65,10.69,6305315.94,48.10,4000000,130.21,32,6,32,32,12,10.75
32,8,ALP-32,8,10,125000,17178290,37.50,36.81,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",79,81.18,81.18,28.29,29.29,17131918.88,17.47,4000000,65.10,32,12,32,32,24,23.56
33,8,ALP-1,8,10,125000,13386321,25,24.25,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",111,14.91,14.91,11.85,6.83,13325819.66,40.86,4000000,97.66,32,8,32,32,16,15.52
34,8,GALP-32,8,10,125000,29863270,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,16.75,16.75,5.96,6.84,29693279.41,9.47,4000000,195.31,32,4,32,32,8,7.97
35,8,GALP-1,8,10,125000,6604137,18.75,16.71,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",168,30.22,30.22,14.03,11.28,6585598.09,46.05,4000000,130.21,32,6,32,32,12,10.70
0,9,ALP-32,0,10,125000,17709121,37.50,36.42,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.81,79.81,29.63,28.93,17740553.27,19.00,4000000,65.10,32,12,32,32,24,23.31
1,9,ALP-1,0,10,125000,12270361,25,24.14,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,14.50,5.78,14.53,4.31,12216021.40,49.99,4000000,97.66,32,8,32,32,16,15.45
2,9,GALP-32,0,10,125000,35422181,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,19.14,19.14,8.47,7.81,35290957.45,9.18,4000000,195.31,32,4,32,32,8,7.97
3,9,GALP-1,0,10,125000,6398872,12.50,12.18,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,16.26,11.74,16.29,4.47,6376297.78,54.78,4000000,195.31,32,4,32,32,8,7.80
4,9,ALP-32,1,10,125000,17773620,37.50,36.48,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,80.06,80.06,29.72,28.84,17677699.50,19.06,4000000,65.10,32,12,32,32,24,23.35
5,9,ALP-1,1,10,125000,12262109,25,24.14,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,14.52,5.77,14.53,4.29,12216548.31,50.04,4000000,97.66,32,8,32,32,16,15.45
6,9,GALP-32,1,10,125000,35442855,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,19.11,19.11,8.47,7.81,35264944.55,9.17,4000000,195.31,32,4,32,32,8,7.97
7,9,GALP-1,1,10,125000,6400362,12.50,12.18,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,16.26,11.74,16.29,4.47,6377199.31,54.78,4000000,195.31,32,4,32,32,8,7.79
8,9,ALP-32,2,10,125000,17979972,37.50,36.53,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,80.02,80.02,29.33,28.96,17966072.25,18.70,4000000,65.10,32,12,32,32,24,23.38
9,9,ALP-1,2,10,125000,12835637,25,24.14,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,13.85,7.33,13.89,4.99,12785987.60,47.80,4000000,97.66,32,8,32,32,16,15.45
10,9,GALP-32,2,10,125000,35658008,12.50,12.45,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,19.99,19.99,8.53,8.07,35520250.74,9.11,4000000,195.31,32,4,32,32,8,7.97
11,9,GALP-1,2,10,125000,6467958,12.50,12.18,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,16.08,14.87,16.11,5.57,6448278.22,54.20,4000000,195.31,32,4,32,32,8,7.79
12,9,ALP-32,3,10,125000,18270752,37.50,36.66,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,80.17,80.17,29.07,28.92,18214095.26,18.43,4000000,65.10,32,12,32,32,24,23.46
13,9,ALP-1,3,10,125000,13266770,25,24.18,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 1>, AlpColumn<float>>, AlpColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",123,13.40,8.78,13.44,5.39,13214270.12,46.30,4000000,97.66,32,8,32,32,16,15.47
14,9,GALP-32,3,10,125000,35897762,12.50,12.46,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 32>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",255,20.80,20.80,8.59,8.31,35708050.50,9.05,4000000,195.31,32,4,32,32,8,7.97
15,9,GALP-1,3,10,125000,6546177,12.50,12.16,"void scan_columns<float, AlpUnpacker<float, 1, 1, BitUnpackerStatefulBranchless<float, 1, 1, ALPFunctor<float, 1>, 1024>, PrefetchAllALPExceptionPatcher<float, 1, 1>, AlpExtendedColumn<float>>, AlpExtendedColumn<float>, 1, 1>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",200,17.92,17.92,15.93,6.65,6521088.31,53.58,4000000,195.31,32,4,32,32,8,7.78
16,9,ALP-32,4,10,125000,18622117,37.50,36.60,"void scan_columns<float, AlpUnpacker<float, 1, 32, BitUnpackerStatefulBranchless<float, 1, 32, ALPFunctor<float, 1>, 1024>, StatefulALPExceptionPatcher<float, 1, 32>, AlpColumn<float>>, AlpColumn<float>, 1, 32>(T3, T3, T3, T3, T3, T3, T3, T3, T3, T1, bool *)","(64, 1, 1)","(62500, 1, 1)",80,79.79,79.79,28.87,28.80,18578794.10,18.21,4000000,65.10,32,12,32,32,24,23.43
